1,"Spells\Enchantments\BlueGlow_High.mdx",
2,"Spells\Enchantments\BlueGlow_Low.mdx",
3,"Spells\Enchantments\BlueFlame_Low.mdx",
42,"Spells\Enchantments\SkullBalls.mdx",
45,"Spells\Enchantments\RedFlame_Low.mdx",
46,"Spells\Enchantments\PoisonDrip.mdx",
47,"Spells\Enchantments\Sparkle_A.mdx",
48,"Spells\Enchantments\YellowGlow_Low.mdx",
49,"Spells\Enchantments\Rune_Intellect.mdx",
50,"Spells\Enchantments\RedGlow_Low.mdx",
51,"Spells\Enchantments\Shaman_Fire.mdx",
52,"Spells\Enchantments\Shaman_Frost.mdx",
61,"Spells\Enchantments\",
62,"Spells\Enchantments\BlueGlow_Med.mdx",
81,"Spells\Enchantments\Shaman_Rock.mdx",
101,"Spells\Enchantments\Shaman_Wind.mdx",
121,"Spells\Enchantments\RedGlow_High.mdx",
122,"Spells\Enchantments\YellowGlow_High.mdx",
123,"Spells\Enchantments\WhiteGlow_Low.mdx",
124,"Spells\Enchantments\WhiteGlow_High.mdx",
125,"Spells\Enchantments\GreenGlow_Low.mdx",
126,"Spells\Enchantments\GreenGlow_High.mdx",
127,"Spells\Enchantments\PurpleGlow_Low.mdx",
141,"Spells\Enchantments\PurpleGlow_High.mdx",
142,"Spells\Enchantments\BlackGlow_Low.mdx",
143,"Spells\Enchantments\BlackGlow_High.mdx",
144,"Spells\Enchantments\WhiteFlame_Low.mdx",
145,"Spells\Enchantments\GreenFlame_Low.mdx",
146,"Spells\Enchantments\PurpleFlame_Low.mdx",
147,"Spells\Enchantments\YellowFlame_Low.mdx",
148,"Spells\Enchantments\BlackFlame_Low.mdx",
149,"Spells\Enchantments\Shaman_Purple.mdx",
150,"Spells\Enchantments\Shaman_Green.mdx",
151,"Spells\Enchantments\Shaman_Red.mdx",
152,"Spells\Enchantments\Shaman_Yellow.mdx",
