1,"Orcish",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
2,"Darnassian",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
3,"Taurahe",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
6,"Dwarvish",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
7,"Common",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
8,"Demonic",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
9,"Titan",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
10,"Thalassian",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
11,"Draconic",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
12,"Kalimag",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323198,
13,"Gnomish",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8327294,
14,"Troll",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8323199,
33,"Gutterspeak",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4129278,
